municipio,province,candidate_distributor,confidence,source_name,source_url,source_type,review_status,notes
Irixoa,A Coruña,"UFD Distribución Electricidad, S.A.",regional_default,UFD/Naturgy presencia regional Galicia,https://www.naturgy.com/notas-de-prensa/gerardo-rodriguez-nuevo-delegado-de-naturgy-en-galicia/ | https://www.ufd.es/quienes-somos/donde-estamos/,regional_corporate_and_distributor_public_info,matched_regional_default_ufd,Asignación regional orientativa: UFD declara servicio en 286 municipios gallegos y ofrece comprobación por mapa/CUPS. No es verificación municipal; no afirma exclusividad total.
Riotorto,Lugo,"Barras Eléctricas Galaico-Asturianas, S.A. (BEGASA)",regional_default,BEGASA información pública distribuidora Lugo,https://www.begasa.es/home | https://www.begasa.es/mapa-interactivo-de-la-red | https://www.xunta.gal/dog/Publicados/2025/20250225/AnuncioG0763-110225-0001_es.html,regional_distributor_public_info_and_official_public_notice,matched_regional_default_begasa_lugo,Asignación regional orientativa para Lugo: BEGASA se presenta como distribuidora y dispone de mapa público de red/incidencias; DOG/Xunta confirma actuaciones de distribución de BEGASA en ayuntamientos lucenses. No es verificación municipal individual ni afirma exclusividad total.
Rábade,Lugo,"Barras Eléctricas Galaico-Asturianas, S.A. (BEGASA)",regional_default,BEGASA información pública distribuidora Lugo,https://www.begasa.es/home | https://www.begasa.es/mapa-interactivo-de-la-red | https://www.xunta.gal/dog/Publicados/2025/20250225/AnuncioG0763-110225-0001_es.html,regional_distributor_public_info_and_official_public_notice,matched_regional_default_begasa_lugo,Asignación regional orientativa para Lugo: BEGASA se presenta como distribuidora y dispone de mapa público de red/incidencias; DOG/Xunta confirma actuaciones de distribución de BEGASA en ayuntamientos lucenses. No es verificación municipal individual ni afirma exclusividad total.
Samos,Lugo,"Barras Eléctricas Galaico-Asturianas, S.A. (BEGASA)",regional_default,BEGASA información pública distribuidora Lugo,https://www.begasa.es/home | https://www.begasa.es/mapa-interactivo-de-la-red | https://www.xunta.gal/dog/Publicados/2025/20250225/AnuncioG0763-110225-0001_es.html,regional_distributor_public_info_and_official_public_notice,matched_regional_default_begasa_lugo,Asignación regional orientativa para Lugo: BEGASA se presenta como distribuidora y dispone de mapa público de red/incidencias; DOG/Xunta confirma actuaciones de distribución de BEGASA en ayuntamientos lucenses. No es verificación municipal individual ni afirma exclusividad total.
Sarria,Lugo,"Barras Eléctricas Galaico-Asturianas, S.A. (BEGASA)",regional_default,BEGASA información pública distribuidora Lugo,https://www.begasa.es/home | https://www.begasa.es/mapa-interactivo-de-la-red | https://www.xunta.gal/dog/Publicados/2025/20250225/AnuncioG0763-110225-0001_es.html,regional_distributor_public_info_and_official_public_notice,matched_regional_default_begasa_lugo,Asignación regional orientativa para Lugo: BEGASA se presenta como distribuidora y dispone de mapa público de red/incidencias; DOG/Xunta confirma actuaciones de distribución de BEGASA en ayuntamientos lucenses. No es verificación municipal individual ni afirma exclusividad total.
Sober,Lugo,"Barras Eléctricas Galaico-Asturianas, S.A. (BEGASA)",regional_default,BEGASA información pública distribuidora Lugo,https://www.begasa.es/home | https://www.begasa.es/mapa-interactivo-de-la-red | https://www.xunta.gal/dog/Publicados/2025/20250225/AnuncioG0763-110225-0001_es.html,regional_distributor_public_info_and_official_public_notice,matched_regional_default_begasa_lugo,Asignación regional orientativa para Lugo: BEGASA se presenta como distribuidora y dispone de mapa público de red/incidencias; DOG/Xunta confirma actuaciones de distribución de BEGASA en ayuntamientos lucenses. No es verificación municipal individual ni afirma exclusividad total.
Taboada,Lugo,"Barras Eléctricas Galaico-Asturianas, S.A. (BEGASA)",regional_default,BEGASA información pública distribuidora Lugo,https://www.begasa.es/home | https://www.begasa.es/mapa-interactivo-de-la-red | https://www.xunta.gal/dog/Publicados/2025/20250225/AnuncioG0763-110225-0001_es.html,regional_distributor_public_info_and_official_public_notice,matched_regional_default_begasa_lugo,Asignación regional orientativa para Lugo: BEGASA se presenta como distribuidora y dispone de mapa público de red/incidencias; DOG/Xunta confirma actuaciones de distribución de BEGASA en ayuntamientos lucenses. No es verificación municipal individual ni afirma exclusividad total.
Trabada,Lugo,"Barras Eléctricas Galaico-Asturianas, S.A. (BEGASA)",regional_default,BEGASA información pública distribuidora Lugo,https://www.begasa.es/home | https://www.begasa.es/mapa-interactivo-de-la-red | https://www.xunta.gal/dog/Publicados/2025/20250225/AnuncioG0763-110225-0001_es.html,regional_distributor_public_info_and_official_public_notice,matched_regional_default_begasa_lugo,Asignación regional orientativa para Lugo: BEGASA se presenta como distribuidora y dispone de mapa público de red/incidencias; DOG/Xunta confirma actuaciones de distribución de BEGASA en ayuntamientos lucenses. No es verificación municipal individual ni afirma exclusividad total.
Triacastela,Lugo,"Barras Eléctricas Galaico-Asturianas, S.A. (BEGASA)",regional_default,BEGASA información pública distribuidora Lugo,https://www.begasa.es/home | https://www.begasa.es/mapa-interactivo-de-la-red | https://www.xunta.gal/dog/Publicados/2025/20250225/AnuncioG0763-110225-0001_es.html,regional_distributor_public_info_and_official_public_notice,matched_regional_default_begasa_lugo,Asignación regional orientativa para Lugo: BEGASA se presenta como distribuidora y dispone de mapa público de red/incidencias; DOG/Xunta confirma actuaciones de distribución de BEGASA en ayuntamientos lucenses. No es verificación municipal individual ni afirma exclusividad total.
Vilalba,Lugo,"Barras Eléctricas Galaico-Asturianas, S.A. (BEGASA)",regional_default,BEGASA información pública distribuidora Lugo,https://www.begasa.es/home | https://www.begasa.es/mapa-interactivo-de-la-red | https://www.xunta.gal/dog/Publicados/2025/20250225/AnuncioG0763-110225-0001_es.html,regional_distributor_public_info_and_official_public_notice,matched_regional_default_begasa_lugo,Asignación regional orientativa para Lugo: BEGASA se presenta como distribuidora y dispone de mapa público de red/incidencias; DOG/Xunta confirma actuaciones de distribución de BEGASA en ayuntamientos lucenses. No es verificación municipal individual ni afirma exclusividad total.
Viveiro,Lugo,"Barras Eléctricas Galaico-Asturianas, S.A. (BEGASA)",regional_default,BEGASA información pública distribuidora Lugo,https://www.begasa.es/home | https://www.begasa.es/mapa-interactivo-de-la-red | https://www.xunta.gal/dog/Publicados/2025/20250225/AnuncioG0763-110225-0001_es.html,regional_distributor_public_info_and_official_public_notice,matched_regional_default_begasa_lugo,Asignación regional orientativa para Lugo: BEGASA se presenta como distribuidora y dispone de mapa público de red/incidencias; DOG/Xunta confirma actuaciones de distribución de BEGASA en ayuntamientos lucenses. No es verificación municipal individual ni afirma exclusividad total.
Xermade,Lugo,"Barras Eléctricas Galaico-Asturianas, S.A. (BEGASA)",regional_default,BEGASA información pública distribuidora Lugo,https://www.begasa.es/home | https://www.begasa.es/mapa-interactivo-de-la-red | https://www.xunta.gal/dog/Publicados/2025/20250225/AnuncioG0763-110225-0001_es.html,regional_distributor_public_info_and_official_public_notice,matched_regional_default_begasa_lugo,Asignación regional orientativa para Lugo: BEGASA se presenta como distribuidora y dispone de mapa público de red/incidencias; DOG/Xunta confirma actuaciones de distribución de BEGASA en ayuntamientos lucenses. No es verificación municipal individual ni afirma exclusividad total.
Xove,Lugo,"Barras Eléctricas Galaico-Asturianas, S.A. (BEGASA)",regional_default,BEGASA información pública distribuidora Lugo,https://www.begasa.es/home | https://www.begasa.es/mapa-interactivo-de-la-red | https://www.xunta.gal/dog/Publicados/2025/20250225/AnuncioG0763-110225-0001_es.html,regional_distributor_public_info_and_official_public_notice,matched_regional_default_begasa_lugo,Asignación regional orientativa para Lugo: BEGASA se presenta como distribuidora y dispone de mapa público de red/incidencias; DOG/Xunta confirma actuaciones de distribución de BEGASA en ayuntamientos lucenses. No es verificación municipal individual ni afirma exclusividad total.
